p401,net_tfa,age,inc,fsize,educ,pira
0,52411.97,54,14162.09,5,13,1
0,25861.75,49,26898.7,3,14,0
1,53519.4,53,25704.14,4,15,0
1,40219.14,35,42732.6,1,12,1
0,24821.39,39,17931.14,4,11,0
0,34140.33,30,11778.15,5,16,0
0,22333.19,26,25458.86,4,8,1
1,47052.97,57,19768.42,1,15,0
0,21341.53,35,61611.64,5,8,0
0,14220.41,41,15681.22,1,8,1
1,48688.83,30,49336.31,2,17,1
0,20470.64,38,18665.06,4,8,1
1,64192.98,25,52346.96,3,16,0
1,45246.69,31,69120.99,4,16,0
1,50993.58,63,49908.84,2,16,0
1,56109.88,63,35194.99,4,17,1
0,35498.86,48,26756.0,3,14,1
0,18251.08,32,31804.26,3,8,0
1,43474.71,40,48404.65,3,12,0
0,27991.38,64,56006.74,1,13,0
1,31732.75,44,36330.24,2,13,0
0,29160.33,32,97846.05,4,14,1
1,46481.49,43,14314.13,2,10,1
0,25213.41,56,15573.44,5,9,1
0,22963.81,33,13693.74,3,13,0
1,49488.48,36,13071.92,2,15,0
0,28571.08,28,42101.73,1,8,0
0,26765.92,58,31085.91,4,10,0
0,32223.94,33,25479.45,2,11,0
0,20267.97,47,13631.73,1,12,0
0,25628.88,41,45005.21,3,12,0
0,22936.86,42,32553.58,1,8,0
0,33506.94,27,31434.02,5,17,0
1,38539.47,63,28434.74,3,11,0
1,29178.13,28,28190.77,3,12,0
1,44977.8,54,91859.6,3,11,0
0,43432.77,48,64466.99,1,10,1
1,30632.65,30,108528.46,4,9,1
0,27622.9,36,68036.06,2,15,0
0,28834.03,46,25796.52,2,9,1
0,40270.31,44,80320.92,4,17,0
0,57085.42,39,87189.12,3,14,0
1,27950.72,40,60310.38,4,9,0
0,53250.85,55,56681.33,2,17,0
1,36265.55,27,69900.69,5,15,0
1,64582.11,49,77273.83,2,15,0
0,43014.61,27,27041.24,3,15,0
1,52187.45,27,87873.92,1,12,0
1,62296.18,47,60203.36,4,15,1
0,31487.91,38,42417.27,5,14,1
0,45531.33,53,34948.03,5,9,0
0,40938.53,50,15611.37,5,11,0
1,56641.63,44,53639.59,1,12,1
0,3404.36,29,26717.98,4,8,0
0,29441.43,30,39507.58,5,10,0
0,22566.94,40,16581.75,2,13,1
0,54268.88,54,41446.75,1,14,0
0,45184.95,59,27715.38,4,15,1
0,17681.77,29,7320.87,5,11,0
0,40738.49,56,31097.18,1,11,0
0,36193.82,52,33621.13,3,16,0
1,34963.43,28,59031.09,3,13,0
1,47165.86,28,47952.14,4,15,0
1,58383.05,52,53047.71,3,14,1
1,55530.54,54,30046.21,4,16,1
0,41770.44,53,21449.18,4,12,1
0,32336.59,46,33458.14,4,12,0
0,45303.2,26,78488.81,3,17,0
1,50435.64,44,46876.48,3,12,0
0,50580.44,59,34174.88,3,16,0
1,64119.39,63,28288.03,2,16,1
1,33990.23,31,74915.78,5,12,0
1,68261.97,63,101524.45,1,16,1
0,20312.3,26,67917.99,4,13,0
1,62274.76,57,25593.38,5,16,0
0,30665.44,39,23485.3,1,10,0
0,40648.48,57,23968.96,5,14,0
1,49189.97,53,58798.73,3,15,0
0,40216.69,47,57304.88,1,10,0
1,35857.56,30,35725.7,1,12,0
1,32291.06,31,20196.48,1,16,0
0,36979.73,35,19856.85,5,13,0
0,26960.96,43,25429.4,4,10,0
0,20506.71,36,58128.26,4,11,0
1,23564.91,28,32496.75,5,8,0
1,54770.81,60,39200.6,5,17,1
0,42177.34,61,93546.1,3,9,0
1,39744.73,35,26159.63,3,13,1
0,54371.65,60,109016.8,1,15,1
0,41621.37,53,80229.01,1,11,0
1,50148.73,47,42062.83,3,15,1
1,42801.7,53,130611.26,5,9,0
0,34592.39,49,12328.31,1,9,0
0,50528.8,38,41017.25,1,16,1
1,48027.74,30,44639.73,5,15,0
0,27347.95,40,48601.7,4,17,1
0,33272.43,27,38457.29,1,15,0
1,43159.85,64,23061.77,3,10,0
0,30768.58,58,86149.44,5,9,0
0,29548.07,29,51935.03,4,17,0
0,43302.49,45,98609.22,1,16,0
0,26132.07,27,55286.34,2,9,0
0,30140.8,54,29950.79,3,10,0
0,44211.06,41,8842.0,1,12,0
0,34009.52,41,37211.67,4,16,0
1,32581.5,31,43894.82,2,10,0
0,25934.11,40,20195.91,5,15,0
1,41994.57,53,42892.77,3,15,0
0,67566.74,63,23502.55,2,16,0
1,18179.97,37,46263.74,3,8,0
1,33975.36,29,23786.49,1,9,1
0,44809.3,48,91017.52,4,15,0
1,49364.48,54,37895.99,1,10,0
1,44714.34,62,60267.88,5,13,0
0,24933.68,31,25778.36,4,9,1
0,41468.32,56,30456.35,2,16,0
0,52208.01,46,57740.83,5,17,1
0,42657.88,26,26205.17,2,16,0
0,37945.2,26,34609.23,2,9,1
0,48273.32,45,25191.76,2,16,1
1,38212.7,35,14749.21,3,10,0
0,34009.32,31,45256.1,1,11,1
1,26439.54,37,57670.04,4,17,1
1,28715.88,46,29075.7,1,9,1
1,48682.19,41,127521.75,5,9,1
1,53652.01,63,44772.12,4,17,0
1,36928.8,45,36923.81,3,8,1
1,41248.26,33,14996.34,4,14,0
0,3888.49,58,19678.23,5,11,1
1,29226.54,56,49049.51,5,14,1
1,35694.46,47,56148.39,3,14,1
0,27623.6,60,45231.82,2,8,0
0,40291.44,60,18688.99,4,15,1
1,45750.68,55,10533.95,5,17,1
1,35013.01,25,31144.24,3,16,0
1,46597.84,50,94341.0,1,8,0
1,36317.23,53,52691.61,1,10,0
0,27233.54,47,44613.85,4,15,0
0,22938.71,56,58042.66,5,10,0
1,49063.28,37,38103.94,1,9,0
0,14665.22,25,11782.66,5,11,0
0,45054.75,41,51417.12,1,15,0
0,39900.83,54,33673.42,5,14,0
0,47840.59,55,9344.94,2,11,0
1,40571.28,51,58654.45,5,8,0
0,45784.57,61,8770.51,2,16,0
1,35639.97,36,46453.27,1,8,0
0,36229.58,27,28820.13,4,14,0
0,31068.18,26,26452.66,3,17,0
0,41868.1,52,25617.91,2,10,0
1,40443.08,33,43371.85,1,12,1
1,31991.58,29,51209.18,4,16,0
1,49958.35,55,111348.76,1,16,0
0,40400.14,25,66497.56,1,12,0
1,54428.02,26,79012.26,4,15,1
0,18674.52,26,18512.95,4,10,0
0,52744.35,61,30219.4,3,17,0
0,31903.51,27,36088.45,3,12,1
1,44173.87,52,28339.74,3,9,0
0,36406.09,53,31622.87,2,16,0
0,31339.65,26,88222.68,3,13,0
0,41600.09,32,60520.08,4,14,0
0,39055.42,52,79556.75,3,8,0
0,18512.03,55,45649.43,5,8,1
0,26993.51,36,27037.6,5,13,0
0,37589.2,45,43013.86,4,14,0
0,33693.05,61,61583.53,3,12,0
0,41808.21,35,36237.96,5,12,1
0,49240.42,30,123272.0,5,15,0
1,43188.1,29,92602.49,5,9,0
0,12534.41,54,44803.67,3,8,1
0,9297.26,35,44141.67,2,8,0
0,40848.25,50,81546.95,2,11,0
0,32411.08,51,64719.73,5,9,0
0,33189.13,61,76758.46,4,12,0
0,26193.64,43,12953.86,4,9,0
0,31130.68,49,9586.78,4,13,1
1,39569.9,41,35027.05,1,9,0
0,38213.62,48,34882.66,4,16,1
0,57862.59,62,14620.25,3,14,0
1,48244.88,58,71604.41,3,14,0
1,52466.59,36,32508.18,3,15,0
1,31134.98,41,35189.94,1,9,0
1,41318.9,64,23974.76,1,14,0
1,56398.38,60,20712.72,3,13,1
1,53531.13,36,54478.09,2,16,0
1,50469.89,45,36698.97,2,14,0
1,64050.06,60,33560.55,2,12,0
0,43303.41,57,28610.88,5,12,0
1,27104.94,28,52188.81,3,8,1
0,50341.2,51,52492.48,2,11,0
0,22154.2,31,16754.8,3,9,0
0,38676.53,35,39198.82,2,10,0
0,24563.28,45,11656.56,1,10,0
1,64589.06,60,47527.35,1,17,0
0,45585.13,50,47026.0,1,14,0
0,-3368.92,26,42388.16,4,10,0
1,39892.16,34,13337.23,4,17,0
1,27751.89,29,8711.71,3,13,0
0,18784.32,51,21304.96,5,10,0
0,21308.76,44,32365.66,3,9,0
0,18258.17,30,17300.23,3,9,0
0,27324.6,38,16558.67,2,13,1
1,44976.16,37,46917.63,4,13,1
0,24728.64,35,11448.26,2,12,0
0,36914.91,29,116187.75,4,15,1
1,46104.44,61,64641.21,4,12,0
0,18036.28,36,59874.42,4,8,1
1,28106.41,45,54793.32,2,9,1
0,31075.49,27,29409.0,2,17,0
0,30634.28,36,39241.64,5,14,0
0,48472.4,44,37018.19,3,14,0
1,55718.26,52,128978.05,5,16,1
1,46734.24,63,40904.34,3,14,0
0,51255.97,40,39541.81,3,17,0
1,40226.41,39,26171.95,3,14,0
0,35044.83,58,49661.2,4,9,0
0,46197.44,57,63337.72,3,17,1
0,18104.32,33,17294.1,1,9,1
0,17040.06,29,89591.57,4,9,0
0,36021.23,51,23191.17,4,14,0
0,45701.31,38,28549.58,4,16,0
0,31151.3,30,27639.25,5,17,1
0,49760.13,28,46738.62,4,17,0
1,56126.14,56,90720.57,1,13,0
0,33000.35,25,34270.07,5,13,1
0,42766.62,56,39684.76,1,13,0
1,29935.62,28,59047.85,2,9,0
1,51920.0,62,170145.77,1,9,0
1,44656.7,32,145987.38,1,15,0
1,41631.03,42,51837.28,2,11,1
0,40655.06,42,15719.81,5,16,1
0,37086.57,57,16246.96,5,10,0
0,45660.56,33,40548.09,2,16,0
0,31348.43,46,8642.0,1,12,1
1,48704.91,30,48353.89,2,16,0
0,41735.18,43,23451.72,2,8,1
0,44428.83,39,50780.97,3,14,1
1,32540.33,26,42210.49,5,16,1
1,49198.11,26,53346.64,2,13,1
0,19605.41,34,20241.48,4,14,0
0,44429.63,58,72398.86,1,15,0
1,33341.93,55,15669.61,4,10,0
1,48173.55,50,19857.62,1,13,0
1,55737.44,61,29361.32,2,17,1
1,61937.81,38,124504.86,2,14,0
0,26929.93,62,21617.91,4,10,1
0,37159.02,53,21845.95,2,11,0
1,71963.76,33,414475.35,1,13,0
0,18890.31,38,8819.68,4,14,0
0,49276.91,56,11484.41,4,16,0
1,34069.8,43,40285.81,4,10,0
0,-387.82,28,31649.72,5,11,0
1,51262.49,47,89542.63,5,15,0
0,37171.9,43,30171.48,3,16,0
0,54774.61,51,53673.64,5,16,1
1,53876.1,64,55607.99,1,16,1
1,47376.07,60,31649.15,4,13,1
0,35689.03,41,23210.87,1,12,0
1,41321.56,43,75615.0,2,13,0
0,30817.72,28,44800.5,4,13,0
0,28298.99,38,27815.83,5,10,0
1,24009.32,39,48945.34,4,10,0
1,50174.88,54,86953.16,5,16,0
1,32248.73,35,25428.18,1,11,0
0,39880.08,40,146379.73,4,10,0
1,50819.55,41,122386.86,1,14,1
1,55739.31,41,47248.87,5,17,0
0,39366.28,63,56360.2,4,12,1
1,31359.25,33,26484.27,1,10,1
1,60692.67,48,41790.37,1,17,0
1,49936.76,47,43396.6,4,12,0
1,51556.98,48,95933.65,3,13,1
1,65770.97,63,40814.55,4,13,0
0,43807.67,38,24788.0,3,17,0
1,40457.1,38,46831.5,5,12,0
1,66678.84,60,29425.86,2,17,0
0,44700.18,58,27596.84,4,11,0
1,47733.02,41,87606.49,3,10,0
1,53941.23,52,86864.93,1,12,1
1,32082.59,59,64076.71,1,9,1
0,26041.21,27,30005.09,1,12,0
1,41121.46,38,15985.5,5,13,1
0,52470.97,63,12489.4,3,16,0
0,33010.18,64,26752.72,3,14,1
0,21099.33,58,29549.22,4,11,0
0,19595.94,33,22433.08,2,11,0
0,30820.6,41,17101.62,1,8,1
1,51831.78,61,36873.1,5,17,1
0,32090.6,56,75776.95,5,13,0
1,50218.49,39,13674.34,2,17,1
0,48532.44,56,32234.34,1,16,0
0,29409.92,26,50204.14,5,12,1
1,31456.88,33,111390.53,3,10,0
0,36098.29,41,71146.38,5,8,0
1,40756.78,49,39766.84,5,12,1
0,31542.12,32,22190.64,4,9,0
0,28784.26,40,41076.98,3,9,0
1,49389.5,51,101807.33,1,10,1
0,41016.89,53,7773.62,2,13,0
0,41305.3,51,31185.79,5,12,0
0,32801.97,41,77043.15,3,10,0
0,42460.07,38,42057.02,3,13,1
1,43811.8,45,48304.51,2,15,0
1,51022.67,43,48162.03,3,12,1
1,49170.7,44,21581.8,1,15,0
1,40918.14,31,60588.43,3,16,0
1,40519.12,29,34729.55,1,16,1
0,37947.17,41,44209.29,5,11,0
0,49762.84,45,21482.18,1,15,0
1,45433.44,61,57817.84,5,12,0
0,22681.14,42,21717.78,1,16,0
0,25893.17,40,36535.08,5,9,0
1,49133.37,64,52028.38,4,14,1
0,31027.39,63,33922.24,1,9,1
0,24833.99,47,70050.68,4,8,0
1,37555.96,40,32399.1,4,13,0
1,40455.66,58,35591.69,3,12,0
1,40927.11,59,12721.34,3,8,0
0,33567.36,57,15957.5,4,9,0
1,46426.78,25,34008.81,2,14,1
1,54070.19,39,28018.32,3,9,1
0,42148.28,54,47492.59,1,12,0
0,34311.97,32,46271.21,3,16,0
0,43936.93,50,83853.65,2,9,0
0,54465.66,39,49569.44,5,11,1
1,57718.76,32,58146.57,2,13,0
1,66176.63,52,49585.62,3,17,1
0,18667.87,44,43774.85,3,8,0
0,52814.44,42,22862.48,3,17,0
1,61842.86,57,29821.68,2,16,1
0,30163.96,40,26283.92,3,11,1
1,67501.61,42,11728.28,2,15,0
1,27819.56,27,19689.79,5,13,1
1,41673.62,41,54897.11,5,11,0
0,28445.75,51,48170.71,5,8,0
1,52963.76,54,30677.64,4,17,0
0,14951.14,29,32877.2,4,8,1
0,34733.42,44,21008.74,4,11,1
1,38027.32,51,47352.71,2,8,1
1,35927.46,37,40092.25,5,8,0
0,15345.73,50,42659.79,5,8,1
0,41472.16,63,40863.11,3,12,0
1,42177.34,32,50250.4,5,17,0
0,41792.76,61,19265.19,2,14,1
1,59836.55,64,22222.61,4,14,0
0,23037.66,36,44189.33,5,10,0
0,38073.06,51,81775.86,3,14,0
0,51917.89,64,15432.06,1,16,1
0,31199.52,44,42796.3,2,12,0
0,28979.47,29,39317.15,1,10,0
0,30224.52,63,42349.99,5,9,0
0,28698.49,29,55885.02,4,10,0
0,27751.88,28,32421.91,2,10,1
0,19485.88,34,24869.68,4,10,0
0,48851.52,46,35884.36,1,14,0
1,58352.7,55,66922.7,1,10,0
1,62198.17,59,33015.77,5,16,0
0,41030.21,48,34692.85,2,17,0
1,58963.57,62,72931.41,4,16,0
0,21552.11,33,31955.0,5,9,0
1,49312.95,52,27368.43,3,14,1
0,41359.64,53,27869.45,3,14,0
1,49495.0,46,63951.55,2,16,0
1,56102.19,61,26617.14,1,16,0
1,41392.15,49,28430.34,1,11,1
0,45703.06,41,11539.9,1,10,0
1,44243.28,55,74587.22,4,11,0
0,50590.76,43,43816.36,2,15,1
1,31295.83,64,76560.37,1,8,1
1,36602.0,40,51514.3,2,10,0
0,37579.37,60,12778.97,1,13,0
1,41353.13,64,14310.05,3,15,1
1,46268.2,62,37414.02,2,8,1
0,53941.25,35,67237.93,2,12,0
1,52324.1,52,100736.83,1,10,0
0,25650.34,49,25711.87,2,9,0
1,72337.0,40,74301.88,3,15,0
0,26574.63,36,28581.08,2,12,0
1,33872.32,31,45474.81,4,11,0
1,40530.49,60,26710.85,3,9,0
0,26802.04,33,19284.97,1,17,0
1,34215.81,44,44534.25,1,10,0
0,42001.26,38,43290.04,5,14,0
0,51251.85,60,17295.8,3,16,0
1,49962.96,57,42907.98,5,17,0
0,34048.92,43,103732.89,2,13,0
0,51427.06,40,96270.38,2,17,1
0,54913.03,41,15679.69,3,15,0
0,42762.58,44,13697.05,5,17,0
1,27804.94,29,91113.59,1,9,0
0,18481.48,30,26711.43,1,9,0
0,44976.16,56,27901.05,5,8,1
0,27731.87,37,13480.94,4,10,0
0,38784.19,30,115243.83,2,12,0
1,62068.54,31,41525.52,3,17,0
0,17480.76,27,14223.81,2,8,0
1,56108.93,46,72803.91,2,16,0
0,40396.78,38,31558.28,4,17,1
0,18409.44,34,17795.69,3,8,0
0,31817.04,46,35794.57,1,13,0
1,46484.99,57,12291.37,4,15,0
1,69626.97,49,38510.23,2,15,0
1,46085.6,49,62033.6,3,15,1
0,39670.28,29,54864.84,5,14,1
0,31590.16,48,53149.45,5,14,0
1,40028.77,32,44810.88,1,14,1
0,50481.86,54,45500.11,3,17,0
1,28688.87,42,28411.21,2,13,0
0,26148.16,48,37550.03,4,14,1
1,33034.21,45,45190.27,2,8,0
0,16099.37,29,26617.71,4,15,0
0,41674.0,35,16264.83,2,15,0
0,42958.45,51,50126.32,1,9,0
0,24518.37,32,39056.34,1,10,0
0,51407.38,29,39332.79,1,15,0
1,41011.67,44,24304.74,5,10,0
0,46601.2,38,16244.8,3,17,0
0,33805.91,52,60860.39,5,16,0
1,41552.75,43,8421.47,3,16,1
0,31367.02,58,39324.95,1,13,0
0,46564.64,46,19249.72,1,12,1
1,46087.85,26,27249.14,4,12,0
0,8885.07,30,13895.13,5,12,1
0,27182.41,39,34734.1,5,12,1
1,42853.74,57,36497.86,5,8,0
1,53691.82,53,107276.17,2,14,1
0,15822.69,62,11278.56,4,10,0
1,59617.56,30,24682.12,5,14,1
0,33517.59,42,27298.49,4,11,0
1,31005.01,52,33480.92,3,10,0
0,34923.5,51,17044.1,3,15,0
0,28821.87,27,47933.48,2,9,1
0,29460.25,28,86479.08,3,17,1
1,48513.17,61,27194.88,4,12,1
0,34550.09,40,26182.81,3,16,1
1,49039.51,31,99605.93,4,14,1
0,37362.36,40,20589.95,3,14,0
0,32536.53,25,48689.82,4,17,1
0,33444.82,51,22649.75,4,17,0
0,21609.62,25,57161.96,4,11,1
1,37460.27,43,40175.2,2,11,0
0,39641.86,42,140047.19,4,8,0
0,46217.11,36,15966.57,1,14,0
0,23632.35,36,21429.26,4,8,1
0,41701.4,46,11806.74,4,17,0
0,39802.81,45,13628.24,4,16,0
0,11675.62,48,23578.44,1,10,1
1,36013.14,39,38151.44,4,9,0
1,48233.79,58,48122.39,1,12,0
1,51167.28,50,42785.56,5,17,0
0,43433.57,31,31932.0,1,16,0
0,37864.81,29,32857.53,5,13,0
0,32182.09,30,30078.81,5,11,0
0,21862.05,31,29138.64,3,10,1
0,35576.04,44,17564.81,2,16,0
1,56563.78,35,42326.07,1,13,0
0,25875.37,50,31619.65,4,16,0
0,49328.42,47,52668.91,2,13,1
0,37768.25,45,17267.24,2,13,0
0,20693.36,32,31994.73,2,12,0
0,27473.77,64,20616.76,2,8,0
1,49272.77,41,17065.29,1,15,0
0,38583.53,29,14524.87,4,14,0
0,18089.49,45,68006.9,2,9,0
1,40097.4,34,37304.73,3,14,1
0,26496.88,61,12152.61,2,10,1
1,39031.7,50,23612.91,2,12,1
0,42280.66,45,21222.92,5,16,1
0,37415.55,55,46831.95,5,8,0
0,32034.41,49,25484.57,5,8,0
1,48873.19,44,28056.07,1,16,0
1,32149.14,34,34382.92,5,8,0
0,24323.66,25,112939.8,2,10,1
0,43601.81,26,33270.68,3,14,0
0,44407.25,64,43517.14,3,14,0
0,44424.02,26,76676.08,3,16,0
1,47433.74,56,34028.74,2,9,0
0,30297.9,25,34112.7,4,14,1
0,32465.31,45,13182.39,1,16,0
1,50266.83,48,19644.75,3,16,1
0,68691.76,59,339699.88,1,14,0
1,51266.46,31,23108.92,2,17,0
0,29219.47,44,21667.36,1,9,0
0,21743.18,54,19211.11,1,9,0
1,40662.86,37,77755.91,4,15,0
0,36727.03,52,27938.78,3,15,0
1,67642.08,55,36058.17,5,15,0
1,57747.13,49,26447.94,5,11,0
0,17661.97,34,44922.43,4,8,0
0,34840.88,44,46785.72,5,11,1
1,38000.34,63,55187.55,2,14,1
0,47703.4,59,15722.44,5,17,1
1,42289.2,31,72382.77,5,11,0
1,48950.71,37,166117.71,2,10,0
0,31864.26,53,16818.39,5,13,0
0,35838.3,35,24760.63,1,14,1
1,40820.73,26,73783.63,2,14,0
1,55034.08,36,39603.07,1,16,0
0,25116.85,37,58913.58,2,8,0
1,40811.06,60,83593.13,4,9,0
0,61089.98,54,15928.55,5,17,0
1,27285.38,31,36415.25,3,13,0
0,36688.9,61,63730.81,2,15,1
0,19676.3,48,43104.25,4,12,0
0,44373.95,56,31800.07,3,9,0
1,35906.5,39,46628.44,4,10,0
1,59117.41,44,75671.37,2,17,0
1,38924.98,50,58693.42,3,10,1
1,40501.92,43,99082.5,1,17,1
0,35173.37,36,58444.79,4,12,0
0,43661.72,48,30469.55,4,11,1
0,25720.85,28,18681.1,5,15,0
0,34704.8,47,82726.71,4,15,0
1,56528.07,42,53478.15,5,14,0
0,41510.04,43,33393.8,2,16,1
1,50686.39,39,24321.91,5,16,0
1,21095.96,37,38226.27,1,8,1
0,38631.05,64,22628.72,2,12,0
0,34275.09,27,27396.15,4,16,0
1,39889.6,54,58349.54,5,11,1
0,28420.61,36,22146.6,3,8,0
0,22581.88,49,26642.08,4,10,0
1,46403.84,57,79980.94,1,10,1
0,31432.05,38,35762.62,1,14,0
0,30739.19,45,99992.5,3,9,0
1,46820.69,31,36809.72,4,17,0
0,32397.61,48,22147.38,1,12,0
1,71704.2,50,57184.37,3,15,0
1,47448.87,53,38293.57,1,13,0
0,29878.56,43,45538.33,4,11,0
1,42196.65,58,70654.99,1,12,0
1,57321.0,46,79707.03,1,17,0
1,79974.36,63,153359.8,4,16,0
0,30921.86,41,78213.0,5,10,0
1,60424.89,63,19870.15,3,14,1
0,23501.2,25,19947.5,2,8,0
1,52658.2,54,63229.75,4,13,0
0,35959.92,46,19648.29,1,15,0
0,40035.74,63,16655.65,5,10,0
1,39589.07,48,26759.25,1,8,0
0,37815.98,28,27575.21,5,17,0
0,35180.98,25,42396.74,3,12,0
0,23457.61,28,38722.91,3,14,1
0,55988.4,64,16520.38,1,13,0
1,31635.91,35,58868.88,3,8,1
0,31539.21,29,12418.31,2,13,1
0,58002.43,63,57666.03,2,16,0
0,30778.7,51,19824.98,3,11,0
0,30954.78,42,48221.36,5,9,0
1,33728.18,33,16846.39,2,14,1
0,41952.17,36,36627.88,3,13,1
1,26666.51,43,6229.87,1,13,0
1,56860.07,58,31992.04,3,17,1
1,63350.94,56,37187.27,1,17,1
0,32759.24,36,29362.59,2,8,1
1,49179.23,31,138848.31,2,15,0
1,38425.2,58,37273.95,3,10,0
1,28481.62,25,22897.42,5,8,1
0,19903.86,36,51593.76,4,14,1
0,29940.25,27,88227.92,4,14,0
1,53210.84,61,23782.67,5,11,1
0,36481.21,53,14239.95,5,11,0
1,50159.85,40,46462.89,3,16,0
0,48727.02,53,33803.07,4,12,0
0,26434.51,57,42770.78,5,8,0
0,50826.59,50,45506.85,1,17,0
1,26869.19,30,22062.77,2,13,0
0,24232.65,35,11836.52,3,11,1
1,28127.53,39,120899.42,4,12,1
0,40783.17,47,18263.47,3,10,0
1,30477.42,41,31410.59,1,12,0
1,30674.78,43,50331.83,3,9,1
0,41326.27,54,21236.18,2,9,0
1,34400.22,44,33807.14,3,12,0
1,35014.28,51,48314.73,4,13,0
0,31476.22,28,13655.61,2,11,0
1,42489.38,48,48300.44,3,13,0
0,37611.81,53,24200.1,3,8,0
0,38658.77,42,58032.16,1,9,0
0,45096.3,54,19363.41,3,16,1
0,22574.89,34,19694.15,4,8,0
0,18333.98,40,43552.15,1,11,1
1,24281.65,31,34377.43,5,10,0
0,38238.99,25,71906.61,1,16,0
1,54668.25,60,13237.1,5,14,0
1,46053.2,41,59431.37,1,13,1
0,25097.13,38,51390.07,3,9,0
1,39481.38,42,24763.85,2,10,0
0,40910.71,46,24538.4,4,12,0
0,46778.1,49,50839.94,5,16,0
1,65156.33,47,37575.32,5,13,0
1,42827.32,41,64490.26,2,9,0
0,13274.76,38,17800.72,2,9,0
1,55658.0,57,98558.57,2,8,1
0,42058.79,63,26545.98,1,9,0
1,40937.1,33,53128.21,5,16,0
1,47501.99,32,77301.05,1,12,1
0,44710.66,25,30209.78,4,17,0
0,18645.17,40,32563.21,4,11,0
0,42217.54,54,15765.22,5,16,0
1,48205.07,28,57688.76,1,9,0
1,37408.94,27,49018.68,2,16,0
0,33407.88,52,20369.28,2,13,0
0,43594.66,57,49685.63,2,11,0
1,42168.34,57,94296.9,2,13,0
1,46277.67,51,95084.64,3,10,0
0,26869.09,48,55052.68,1,13,0
1,70906.96,58,47254.68,5,17,0
0,49100.25,57,21125.58,5,13,0
0,40124.35,49,24031.93,2,13,0
1,33616.45,26,64922.52,4,14,0
0,30346.0,28,59241.71,3,12,0
1,67769.82,56,60648.86,3,17,0
0,39118.2,39,41335.11,5,17,1
0,21918.63,29,15231.05,4,10,0
1,44531.33,58,27242.93,5,12,0
1,40382.24,38,25303.14,2,16,1
0,40110.57,43,46937.24,1,12,0
1,46012.2,61,37273.38,5,14,1
0,37029.28,55,34980.08,1,13,0
0,21563.45,45,77996.63,5,8,0
1,60806.51,31,118193.75,1,10,0
1,61582.11,38,62800.23,1,16,1
0,41434.64,60,26892.35,3,14,0
1,47666.25,53,44363.86,3,10,0
1,21651.68,43,58927.03,2,8,1
0,34099.04,42,9639.94,3,9,0
1,34866.62,39,36708.8,4,14,0
0,29245.36,35,22354.13,1,10,0
0,36289.61,36,14165.96,2,11,0
1,59393.55,64,49178.49,3,13,0
1,53426.23,57,28841.94,4,17,0
1,50962.94,29,186275.33,4,12,0
0,26143.71,31,32175.32,3,14,0
1,56094.61,45,124344.13,3,10,1
1,61733.71,63,140984.33,2,15,0
0,24437.1,56,21175.24,2,9,0
0,29916.87,54,26493.21,3,11,1
0,26533.71,27,54009.34,3,8,0
1,29063.22,56,46961.48,5,9,1
0,23085.44,58,14152.38,4,8,1
1,45101.76,45,42194.63,1,14,1
1,49701.86,30,42267.05,5,11,0
1,58782.05,49,99999.97,1,8,1
1,38125.87,42,39177.38,3,10,1
0,49724.34,39,37337.86,4,17,0
1,57502.51,45,23587.97,2,14,1
1,63285.29,64,14611.77,1,17,0
1,68664.57,63,84935.03,5,16,0
0,35308.5,49,12587.97,4,15,0
1,36785.05,49,56133.51,5,8,0
0,16579.54,52,20483.84,4,11,0
1,39010.06,46,22347.02,4,12,0
1,62275.73,56,31178.63,2,16,0
1,36737.48,37,59804.68,1,11,0
1,48964.94,64,99269.45,4,8,0
0,23894.93,45,27887.65,2,10,0
1,65778.37,62,17316.6,3,15,0
0,25981.86,30,45555.31,3,14,0
1,49990.63,47,79392.19,2,15,0
0,43942.66,52,26887.77,1,17,0
0,31816.72,29,22905.06,2,14,1
1,38442.01,25,23195.55,5,11,1
0,24273.24,31,24222.38,4,9,0
0,28829.74,39,13976.12,3,10,0
1,44137.14,49,26991.45,2,16,0
1,54282.36,52,94388.48,4,11,1
0,25739.14,37,14701.82,3,12,0
1,33894.08,28,48198.32,1,9,0
0,31269.26,35,30381.45,3,10,1
0,27007.27,50,44266.89,4,9,1
1,52950.16,50,78293.07,4,17,0
0,32359.68,49,34634.19,3,14,1
0,42685.81,39,96114.13,5,17,0
1,29881.28,57,34344.85,5,10,0
0,16986.08,55,96734.66,5,13,0
1,45358.98,55,18194.17,3,10,0
0,35639.41,45,64128.44,3,9,0
0,41970.08,50,47932.84,2,13,0
1,55409.31,33,54113.67,1,16,0
0,25078.13,46,15004.99,3,9,1
1,58603.1,38,74830.18,3,16,0
1,23211.24,32,30367.76,4,10,0
1,45871.68,31,38311.34,1,15,0
0,47471.31,31,35373.29,1,16,0
1,59138.54,64,58662.04,3,17,0
0,26608.92,27,47864.79,5,9,0
1,43182.53,53,23593.4,4,12,0
1,57434.74,61,33916.27,4,10,0
1,48595.57,27,30334.03,1,13,1
1,45888.32,61,57457.4,3,11,1
0,20788.79,50,26319.76,4,12,0
0,38685.99,51,30594.64,5,11,0
0,40726.89,37,36454.46,1,12,0
1,40409.28,36,37057.43,4,8,1
1,67180.9,63,53353.21,3,13,0
0,32175.95,25,58045.86,1,16,0
