promo_applied,spend_90d,tenure_months,past_purchases,age
0,83.94,33,3,28
1,98.35,40,1,60
0,63.05,23,3,28
1,91.52,38,3,30
1,110.52,45,0,58
1,97.52,32,0,40
0,100.67,47,5,36
0,94.88,23,18,18
0,39.13,31,3,45
0,116.26,16,16,21
1,131.11,27,3,33
1,86.21,41,2,25
0,76.38,6,6,38
0,63.52,24,4,61
1,68.83,5,8,25
1,148.62,43,7,55
0,80.07,27,4,41
1,158.93,46,11,62
1,103.2,28,12,49
1,118.31,35,2,62
1,116.84,25,7,28
1,74.23,15,5,31
1,103.44,22,5,39
1,142.97,19,16,40
1,85.95,14,2,61
0,96.73,19,3,52
1,159.29,40,8,48
1,107.68,25,5,59
0,95.54,38,5,52
1,102.33,31,4,46
1,39.79,1,1,40
1,76.57,26,3,56
0,78.94,2,1,34
0,85.14,10,2,40
0,82.88,16,12,25
1,76.13,10,4,54
1,67.03,6,1,54
1,102.84,36,6,19
1,114.04,40,10,58
1,86.73,4,4,26
1,116.46,41,1,57
0,94.47,17,9,49
1,104.71,13,12,59
0,90.05,29,15,23
1,109.05,27,4,25
0,69.85,31,1,22
1,73.29,2,4,54
1,82.91,42,1,63
1,160.46,40,9,59
1,96.83,46,3,49
0,56.98,14,2,50
1,127.48,44,13,31
1,151.67,42,0,43
0,57.15,21,4,36
0,89.07,9,2,40
0,90.47,34,3,55
1,123.67,10,7,58
0,89.95,1,4,41
0,58.3,27,2,51
1,68.13,8,3,63
1,177.15,45,4,47
1,58.33,12,4,23
1,64.62,5,7,40
0,83.68,2,4,40
1,87.94,4,9,42
0,84.74,28,14,54
0,93.52,16,0,54
1,107.9,10,2,43
1,141.93,47,1,22
1,83.76,6,10,21
0,115.93,6,2,45
1,110.89,42,3,35
1,94.16,42,4,57
0,43.56,19,3,18
0,109.16,2,3,37
0,109.17,12,8,38
1,71.2,18,2,32
0,100.43,20,21,21
0,75.79,32,1,46
0,96.38,18,6,44
1,72.27,17,1,43
0,82.8,44,2,26
1,26.99,5,2,21
1,75.69,33,2,55
1,112.13,46,3,20
1,78.93,24,5,29
1,174.21,43,19,50
1,53.28,14,5,42
0,75.67,10,2,37
1,83.76,3,2,37
1,139.23,35,6,43
0,91.66,33,4,57
0,119.45,25,5,61
0,86.14,1,12,35
1,116.3,24,5,38
0,86.54,3,4,62
1,66.04,28,3,31
1,121.8,24,14,23
0,50.8,19,2,25
0,52.88,2,4,34
0,77.26,4,2,18
0,110.74,39,10,58
0,44.65,4,5,18
1,80.2,25,8,47
0,78.92,46,4,53
1,92.45,11,4,37
0,57.3,13,4,62
1,120.9,39,0,47
0,129.6,41,20,39
1,78.98,11,6,57
1,95.93,19,3,47
0,92.17,24,4,46
0,49.08,27,1,22
0,68.9,2,1,40
1,72.92,14,6,33
1,106.54,40,1,38
0,79.2,45,3,56
0,68.66,13,7,50
1,105.08,39,4,48
1,146.01,42,20,38
1,114.06,43,1,24
1,121.32,37,6,35
0,85.31,8,10,53
1,121.34,23,21,37
1,51.25,7,1,43
0,69.7,9,8,27
1,98.8,22,3,59
1,97.79,36,3,23
1,83.22,13,4,32
0,67.39,8,3,48
1,170.75,27,32,62
0,108.06,9,1,32
0,91.48,13,3,37
1,111.72,28,3,64
0,39.16,20,2,23
0,109.79,17,7,23
0,82.76,2,1,62
1,99.75,34,4,51
1,76.87,38,1,24
0,55.28,4,4,47
1,86.7,42,7,38
1,48.61,7,2,41
0,54.93,30,5,24
0,53.28,12,4,60
1,137.71,17,18,48
1,104.95,27,12,44
0,80.87,24,11,44
1,115.52,39,8,56
1,74.49,1,1,50
1,75.66,4,7,40
1,119.12,42,2,37
1,62.69,3,5,28
0,114.13,6,16,63
0,71.54,35,2,22
1,84.36,28,7,25
1,106.52,30,12,35
0,84.83,26,11,32
1,125.8,45,8,35
1,79.61,18,8,20
0,92.28,36,1,42
1,63.1,6,10,26
0,52.19,24,4,39
1,107.75,23,10,51
0,89.63,14,3,18
1,79.22,29,2,39
0,69.09,10,2,37
1,87.16,36,1,54
1,106.12,25,1,29
0,79.23,10,5,64
0,81.11,27,5,27
0,82.76,13,1,21
1,114.24,38,1,47
1,53.93,2,1,44
1,105.69,28,1,46
0,61.71,33,3,44
0,69.46,1,4,20
1,111.24,42,1,46
0,103.87,28,4,43
0,88.6,28,6,49
0,114.15,2,17,26
0,74.75,27,7,53
0,95.25,4,1,62
0,83.92,16,5,61
1,71.15,28,2,25
0,110.76,7,10,42
1,90.16,29,3,46
0,72.17,39,1,20
1,119.11,36,1,34
1,98.57,38,1,24
1,94.2,28,2,20
0,99.02,28,15,31
0,83.57,14,4,21
1,77.14,13,1,42
0,91.01,5,15,35
0,84.27,1,1,41
1,99.08,27,3,33
0,98.74,7,8,22
1,81.76,11,1,46
0,58.21,20,3,58
1,96.92,29,10,19
1,152.73,26,32,20
0,88.36,22,4,38
1,46.09,2,5,54
1,97.12,37,3,53
0,58.39,29,3,24
0,52.91,23,2,42
1,80.99,21,6,46
1,81.47,15,2,57
0,93.07,23,7,54
1,109.9,44,1,35
0,89.38,34,4,27
0,92.15,20,4,35
0,74.91,12,5,39
1,116.65,4,14,29
0,118.09,19,5,50
0,94.4,30,2,61
1,110.85,35,1,42
1,80.45,21,2,32
1,96.94,35,2,47
1,56.83,35,6,25
0,98.62,47,5,58
1,138.7,39,3,26
0,67.35,32,4,29
0,85.36,28,3,31
1,129.35,25,20,24
1,94.8,28,5,37
1,57.5,6,1,30
1,74.05,43,1,32
0,59.12,36,2,26
0,56.91,36,6,22
0,73.53,29,1,23
1,105.66,26,13,39
0,113.21,26,13,41
1,127.56,45,14,48
0,61.57,16,4,39
0,97.25,11,7,36
0,78.25,32,4,28
0,59.26,24,1,36
1,90.17,5,4,24
0,111.97,18,6,57
1,126.59,42,6,37
1,107.54,37,6,53
0,81.1,5,0,32
0,80.24,14,5,58
1,91.37,40,9,56
1,131.08,37,7,54
0,81.33,3,3,34
1,181.89,34,19,42
0,114.31,28,8,63
1,71.51,3,2,34
1,91.7,31,5,22
0,78.88,42,5,60
1,138.19,27,1,47
1,150.64,46,9,44
1,78.91,23,9,53
1,113.42,34,3,29
1,143.17,29,7,60
1,178.08,41,28,41
1,107.83,42,5,53
1,95.2,35,5,24
1,109.74,8,25,60
1,121.72,40,9,47
0,104.18,12,15,20
0,64.59,31,2,61
1,81.63,41,1,47
1,78.06,24,2,44
1,60.89,45,2,40
0,65.48,9,2,34
0,120.43,43,13,22
0,87.39,24,1,33
0,112.14,2,13,48
0,84.16,3,2,64
0,92.35,14,3,55
1,149.83,47,1,20
0,61.69,16,5,26
1,152.42,43,2,41
1,110.7,22,2,40
0,145.73,2,46,30
0,101.48,3,22,23
1,86.3,10,3,23
1,94.41,47,6,60
1,111.82,40,4,18
1,63.35,23,1,43
0,86.09,14,11,21
1,98.15,45,4,20
0,86.57,44,2,59
0,117.41,23,6,32
1,128.92,41,3,61
1,118.77,26,14,43
1,114.17,5,12,63
0,106.57,29,12,60
1,95.96,38,7,63
1,90.1,25,1,20
1,83.6,30,1,56
0,116.67,44,9,37
1,165.75,43,25,26
1,94.65,18,11,49
0,98.89,15,7,20
0,69.93,7,7,48
0,88.71,15,6,31
0,102.38,31,3,64
1,120.54,47,4,41
0,73.17,25,2,20
0,83.99,9,8,49
1,52.37,6,1,49
1,91.74,30,3,64
0,99.06,24,2,37
1,99.69,25,12,23
1,95.55,43,3,18
0,91.41,31,14,39
1,122.86,11,11,59
0,54.06,1,2,37
0,62.9,14,4,27
1,40.93,27,5,35
0,74.74,36,3,35
0,112.03,8,23,59
1,79.9,14,0,56
1,103.54,42,0,61
1,74.34,13,3,25
0,52.59,30,3,60
1,83.29,42,1,53
1,63.13,12,2,44
0,67.81,2,4,26
0,63.56,21,4,34
1,61.76,1,2,29
1,106.8,45,8,40
0,68.5,6,1,35
0,85.54,30,4,64
1,54.86,15,2,36
0,95.49,4,13,26
1,127.26,38,6,33
0,65.42,19,1,29
0,81.0,9,4,28
0,112.85,25,4,62
0,86.86,26,8,29
1,118.47,47,6,60
0,78.54,27,7,24
1,92.29,33,12,20
1,129.36,46,6,60
0,99.72,44,8,34
0,70.25,1,6,38
1,143.36,35,8,37
0,85.81,2,14,50
1,121.71,41,4,60
1,80.56,24,6,27
1,141.1,43,2,54
1,119.3,37,1,45
0,99.21,9,4,20
1,70.68,18,2,56
0,94.66,4,2,56
1,133.28,20,20,23
1,103.96,32,1,18
0,63.02,7,21,33
1,106.32,41,1,30
1,156.57,27,2,63
1,80.03,4,5,30
1,132.01,45,3,44
0,118.96,29,9,35
1,88.75,8,4,52
0,100.28,41,8,32
0,109.69,9,1,52
0,70.19,12,6,25
1,90.31,34,4,24
1,113.4,38,2,29
1,64.05,16,5,18
1,89.81,34,2,55
1,129.34,31,1,49
1,71.29,3,3,18
1,84.35,37,5,41
0,43.94,10,10,19
1,71.9,6,0,60
0,109.78,21,9,23
1,86.29,10,2,57
1,114.31,37,9,29
1,110.17,32,8,42
1,135.35,43,1,50
1,118.23,33,5,52
1,79.27,13,4,37
1,71.41,31,5,36
0,61.9,35,4,38
1,102.7,14,4,42
1,136.79,23,14,49
0,82.08,14,0,43
1,110.05,33,4,38
0,64.59,3,15,18
0,85.27,19,9,60
1,87.72,14,5,25
0,69.29,4,3,33
0,88.68,36,6,55
1,98.81,38,4,42
1,84.5,8,1,55
1,104.2,16,4,30
0,90.32,4,6,40
1,107.42,25,23,20
1,88.91,23,1,34
0,52.51,2,8,30
0,99.46,12,5,27
1,124.15,19,5,63
0,73.56,23,0,55
0,49.67,9,4,47
1,96.11,19,9,51
0,59.66,11,6,20
0,95.72,4,4,64
0,91.84,4,3,40
1,142.97,42,20,31
0,75.4,27,7,58
1,119.63,43,6,45
0,63.47,6,6,61
0,74.68,5,5,28
1,128.64,47,5,39
0,86.72,23,6,26
0,95.48,44,1,62
0,91.29,1,3,38
0,72.04,45,3,49
1,111.74,47,3,44
0,92.44,12,9,24
1,140.88,28,30,44
1,85.44,41,1,20
0,75.4,19,2,27
1,94.85,43,4,30
0,85.64,39,2,54
0,124.12,8,28,45
0,86.73,15,4,53
1,88.68,15,1,63
1,88.44,37,8,46
0,95.76,43,4,28
1,80.79,26,4,39
1,121.5,35,3,22
1,137.7,42,4,35
1,94.74,41,1,20
1,116.28,34,2,26
0,55.48,26,0,31
0,183.34,19,58,62
0,41.45,9,3,54
0,39.16,8,2,42
1,99.51,44,3,38
1,64.3,18,3,29
1,92.86,4,17,60
0,94.14,45,0,52
0,67.5,34,2,61
0,64.37,10,4,31
1,154.04,21,11,43
0,101.33,4,1,23
1,151.69,36,2,62
1,69.3,16,2,33
0,60.28,7,6,47
1,97.8,24,3,47
0,79.89,37,1,42
1,93.21,42,2,48
0,53.24,14,4,53
1,137.2,18,14,42
0,59.46,2,1,18
1,66.71,1,2,46
0,88.3,11,1,40
1,121.43,35,3,30
1,153.54,45,13,18
0,85.33,6,4,27
1,123.75,38,5,30
0,68.39,45,5,37
1,38.61,3,2,32
0,66.01,17,1,45
0,109.68,43,10,26
0,76.47,22,1,40
1,72.67,18,3,23
1,111.25,37,2,61
1,140.88,22,5,64
1,110.16,44,1,30
1,102.87,43,7,29
0,58.08,1,3,60
1,53.89,19,1,40
1,46.93,17,4,28
0,84.58,3,4,52
0,63.78,8,6,60
1,71.97,36,1,24
1,91.15,45,1,36
0,29.76,19,4,36
0,67.46,17,2,62
1,58.6,23,2,21
1,145.81,38,3,59
0,73.19,21,10,64
0,119.34,5,8,64
1,129.45,38,7,50
0,62.64,24,2,55
0,74.07,36,6,41
1,91.54,42,2,58
1,140.11,43,7,52
0,70.19,20,6,57
0,112.16,19,8,64
1,140.57,33,6,19
1,73.73,19,4,39
1,136.52,26,14,57
0,102.85,43,3,53
1,73.33,14,3,21
0,66.74,15,7,20
1,114.07,2,10,61
1,118.42,47,6,47
0,116.69,17,11,53
1,60.38,31,4,36
1,127.06,46,0,40
1,140.05,45,1,36
1,106.6,3,11,63
0,84.12,7,9,55
1,94.22,38,3,43
0,76.78,28,6,20
0,116.36,9,1,64
0,204.99,19,54,57
0,56.77,1,0,25
1,77.5,13,14,32
1,106.77,8,6,26
0,64.96,39,2,26
0,92.55,15,2,57
1,81.87,41,2,28
1,102.26,40,0,25
0,78.05,13,15,29
1,110.1,43,1,27
1,103.72,8,10,52
0,119.39,28,10,57
1,111.22,22,6,20
1,141.08,47,3,19
1,78.16,15,2,32
0,98.2,26,2,34
0,36.56,7,3,42
1,195.82,47,2,48
1,96.64,30,1,45
1,96.1,34,1,38
1,89.62,2,9,33
0,43.54,13,0,20
1,94.21,23,7,39
1,109.93,44,1,42
1,104.14,23,7,42
0,11.76,29,0,42
0,78.98,1,14,23
0,64.39,39,2,27
0,73.08,29,3,63
1,150.7,47,6,57
0,56.28,32,4,46
0,76.17,34,2,63
1,75.63,15,4,19
1,94.09,11,7,48
0,98.55,4,2,28
0,80.73,26,3,21
1,60.11,2,8,62
1,83.65,5,2,25
0,84.42,27,3,40
1,102.83,36,1,46
0,106.21,13,3,55
0,78.82,40,5,35
0,98.38,15,8,51
1,164.09,31,16,53
1,93.22,10,3,58
0,83.09,19,1,60
0,62.61,7,2,44
1,105.8,24,2,41
1,103.94,42,2,24
1,89.75,46,8,59
1,87.6,15,5,57
0,56.36,7,1,39
1,94.32,30,9,42
0,91.67,14,4,53
0,62.93,17,3,47
1,107.65,14,7,49
1,101.34,43,1,51
0,59.88,26,8,28
1,59.06,15,1,56
1,68.79,31,5,25
0,89.29,32,3,52
0,103.49,41,5,52
0,99.7,26,14,61
1,64.69,44,1,45
0,80.75,6,1,57
1,122.02,42,9,54
1,101.9,26,6,47
1,123.55,45,2,27
0,75.74,31,9,49
0,54.54,2,1,37
0,71.11,41,7,50
1,75.39,28,3,54
1,126.72,42,3,60
0,64.6,19,5,30
1,106.97,29,5,58
0,126.55,23,9,41
0,87.5,35,6,57
1,143.27,47,7,62
1,74.18,30,4,36
0,76.06,26,3,44
0,83.11,12,7,38
1,131.27,28,6,44
0,105.85,19,6,18
1,68.15,3,1,42
0,127.02,19,14,37
1,65.03,11,18,22
1,98.98,6,7,43
0,114.59,30,2,48
1,131.48,34,2,42
1,106.1,37,6,47
1,130.45,38,2,63
0,102.99,29,1,22
1,80.18,3,7,55
1,115.93,46,0,27
1,83.86,19,2,44
0,83.54,31,11,64
1,118.51,8,1,35
0,58.82,3,3,33
1,93.87,26,1,50
0,67.42,31,3,57
0,79.21,29,4,22
1,122.95,4,3,31
1,110.69,41,5,31
0,124.41,38,13,64
1,113.82,42,7,48
1,148.65,47,5,41
0,73.33,24,4,37
1,97.15,42,4,42
0,89.38,29,3,19
0,61.63,8,4,40
0,123.98,11,10,36
1,121.34,43,3,29
0,60.09,39,2,27
1,60.91,20,1,39
1,139.51,47,7,47
0,92.22,1,4,30
0,92.6,9,3,45
0,120.97,21,26,56
0,45.95,2,2,40
1,59.71,14,3,22
0,77.23,10,5,45
0,64.91,27,5,48
1,104.79,42,3,31
0,72.34,32,6,27
1,108.43,47,3,46
1,76.93,3,3,33
1,128.7,6,6,53
0,78.26,21,2,24
0,74.49,1,2,60
1,116.8,43,4,23
1,104.76,21,2,44
1,27.76,11,5,29
1,113.21,33,10,55
1,115.71,44,2,34
1,110.06,26,3,47
1,112.61,7,19,30
0,92.8,19,3,25
0,68.88,1,4,35
1,105.17,7,1,53
1,87.26,23,7,35
1,77.31,15,4,20
0,84.93,6,5,64
0,127.55,25,30,48
0,85.75,8,3,37
1,117.09,33,15,29
0,124.2,24,6,51
0,63.45,7,3,34
0,102.5,40,11,32
0,67.14,18,8,34
1,106.34,24,6,64
1,90.28,16,5,58
0,76.19,15,12,38
1,67.29,21,4,28
0,129.73,3,8,62
0,111.8,19,3,45
0,46.69,24,8,36
0,43.66,18,4,26
0,59.66,30,6,61
0,72.45,24,6,23
0,109.58,18,8,30
0,80.79,1,11,38
1,124.16,41,9,55
0,119.66,21,6,48
0,114.42,2,14,27
1,95.01,37,1,52
1,105.91,10,8,58
0,89.42,1,4,36
1,99.39,32,5,27
1,30.83,3,2,32
0,75.37,33,5,26
0,55.28,7,5,30
0,73.0,8,1,55
0,75.97,33,6,39
1,92.74,31,2,34
1,107.86,32,1,62
0,73.14,44,2,19
0,39.75,35,0,18
0,69.54,21,4,22
0,105.59,46,11,45
0,75.6,15,3,40
1,71.28,29,3,39
1,101.51,46,0,41
0,81.38,4,4,19
0,92.41,22,4,51
0,38.52,29,0,54
0,56.11,19,7,19
1,116.26,37,1,44
0,44.06,6,1,32
1,54.15,6,4,40
0,87.19,29,8,53
0,112.38,13,8,27
1,70.27,5,2,63
0,68.86,4,2,43
0,40.08,9,3,52
1,100.47,19,7,36
0,98.2,5,2,60
1,65.92,18,3,46
1,91.36,14,15,30
1,122.46,32,5,25
0,83.49,37,1,33
1,71.43,14,4,20
0,79.11,20,3,37
0,81.32,2,13,63
0,91.06,1,6,39
0,86.51,2,8,60
0,92.27,3,9,31
1,134.06,12,6,61
1,92.05,39,0,19
1,104.47,26,3,64
0,93.19,20,2,28
1,38.03,14,1,32
1,104.2,26,6,45
1,190.34,36,28,51
0,117.85,4,25,57
0,82.21,38,11,47
1,70.49,46,2,29
0,68.67,24,3,46
1,120.53,42,9,56
0,68.87,19,3,47
1,50.74,6,2,31
1,61.9,11,3,47
1,86.07,4,3,38
1,105.0,30,2,57
0,51.15,21,2,46
1,82.1,34,3,31
1,101.51,23,8,60
0,68.25,7,14,33
0,122.9,18,17,38
0,33.19,9,2,20
1,110.1,30,3,52
0,31.49,4,1,49
1,184.14,29,25,61
0,70.18,12,8,52
1,130.33,29,14,18
0,53.69,29,8,47
1,124.06,30,7,55
1,105.78,40,3,30
1,45.35,16,1,27
1,106.05,39,1,62
1,95.58,23,9,23
1,141.12,24,18,63
0,88.27,27,7,54
0,55.91,47,0,64
1,93.44,24,5,18
0,73.15,36,4,28
1,135.74,34,6,59
1,94.29,11,5,25
0,78.6,8,3,25
1,131.87,36,5,51
1,95.7,19,6,53
0,104.18,11,5,59
0,103.09,46,4,43
0,79.53,19,1,24
1,104.89,39,1,25
1,39.17,5,9,28
0,66.03,28,2,38
1,133.45,21,18,55
0,67.05,44,3,55
1,129.96,33,9,40
1,88.76,19,2,39
0,101.26,14,2,32
0,108.7,20,2,54
0,40.0,8,3,29
1,94.29,26,2,30
1,89.73,33,7,48
0,87.19,6,15,35
0,45.67,11,5,24
1,129.06,30,15,30
0,57.8,17,4,60
1,122.95,44,3,33
1,85.14,15,3,19
1,154.32,40,12,28
0,74.86,6,6,19
1,124.97,20,16,57
0,75.58,3,0,33
1,71.13,22,1,50
1,113.13,30,7,29
0,126.33,1,8,52
0,102.94,12,16,21
1,83.33,41,4,53
1,136.61,41,2,58
0,54.0,21,1,42
0,80.42,43,20,31
0,68.75,29,3,59
1,104.98,19,5,56
0,80.13,1,1,36
0,71.9,20,4,45
0,99.22,33,3,56
0,74.36,2,2,34
1,137.41,46,4,49
0,110.31,7,8,54
0,43.57,25,2,31
1,132.65,43,3,43
0,60.07,4,1,62
0,79.58,21,5,37
0,65.43,33,1,29
0,105.52,3,14,49
1,109.29,22,2,38
0,59.21,17,5,24
1,132.69,38,2,64
1,106.97,28,2,45
0,41.35,8,2,26
1,70.73,15,5,18
0,114.19,26,7,32
1,75.13,31,3,33
0,72.21,19,1,45
1,62.7,16,1,24
0,72.17,29,4,40
1,76.44,7,6,28
1,22.95,7,5,30
1,105.02,43,2,56
0,25.72,7,1,47
1,91.0,21,2,60
1,132.44,39,2,50
1,77.98,14,3,33
1,123.23,47,2,29
0,85.75,30,5,43
1,117.32,46,5,21
0,87.4,12,4,56
0,79.01,29,15,29
0,95.12,29,3,48
0,80.44,15,8,40
0,148.96,18,19,64
1,69.41,11,1,43
1,85.85,26,7,53
0,127.22,21,28,43
1,103.73,19,1,30
0,95.63,26,2,51
0,38.06,32,1,33
0,111.57,8,10,43
1,139.03,36,9,43
0,93.75,32,5,60
1,81.0,9,4,55
0,66.08,2,5,21
0,36.06,2,3,48
1,163.31,41,13,62
0,68.09,29,2,35
1,112.04,34,2,30
1,107.57,25,12,28
1,88.39,46,3,26
1,148.38,42,3,43
0,144.97,16,20,64
1,80.39,30,3,61
0,111.72,18,6,63
0,55.97,5,5,30
0,60.16,16,16,20
1,107.29,10,7,29
0,101.13,12,12,37
0,89.69,9,7,34
1,132.13,35,2,50
1,123.7,38,1,44
0,107.08,33,12,19
0,116.77,13,1,60
1,128.92,36,2,41
1,110.43,25,1,42
1,67.36,38,0,25
1,76.17,37,1,36
0,66.06,35,4,39
1,151.59,38,11,46
0,81.89,12,4,32
0,91.11,30,18,59
0,51.47,40,1,38
0,68.84,15,1,20
0,155.35,20,27,56
0,72.75,27,1,33
0,38.16,1,6,29
1,83.44,12,3,20
1,67.99,3,12,56
1,101.2,46,4,40
0,97.63,23,2,49
0,50.75,13,3,38
1,112.11,45,4,52
0,73.91,46,7,40
1,92.49,9,5,55
0,51.73,9,4,18
0,81.4,19,3,59
0,88.79,18,6,27
0,91.25,21,8,53
0,110.04,21,3,38
1,120.94,41,9,48
0,85.77,9,13,18
1,94.51,17,5,44
1,110.44,44,2,37
0,53.14,27,4,30
1,155.85,34,2,59
1,120.03,9,22,31
0,81.38,8,8,39
0,80.95,5,5,55
1,80.24,22,1,61
1,112.43,42,2,29
1,138.89,39,6,32
1,96.12,14,2,37
0,89.16,3,2,57
1,118.35,26,2,61
0,88.57,41,1,38
1,63.84,13,2,28
1,149.2,32,12,60
1,64.55,17,2,45
1,93.08,16,4,27
1,93.67,46,1,26
1,112.98,44,4,52
1,111.39,43,4,37
0,43.48,9,1,51
0,114.69,8,8,54
1,95.77,45,1,51
0,99.85,4,13,41
1,46.83,19,6,21
0,49.98,15,5,25
0,75.95,27,7,28
1,116.75,45,6,43
0,88.51,16,10,57
0,89.0,32,3,51
1,66.67,19,0,46
1,115.73,40,7,61
1,68.12,2,3,50
1,107.13,14,11,63
0,74.17,38,4,35
1,92.13,45,0,20
0,99.25,14,10,31
1,132.2,36,5,59
0,46.77,7,4,19
0,73.05,15,10,57
1,88.86,5,18,56
1,121.8,45,5,18
0,103.82,5,8,45
0,66.3,30,5,25
0,77.1,40,2,42
0,73.96,44,2,31
1,109.68,28,6,55
0,74.8,4,2,45
1,103.01,38,2,25
1,84.52,13,3,60
1,109.8,13,14,33
0,92.98,8,5,27
0,86.76,20,4,58
0,51.97,2,7,21
1,105.32,23,3,42
1,90.64,35,6,34
1,79.16,25,1,55
0,82.71,11,15,33
1,75.1,5,6,26
1,72.33,30,2,34
0,47.61,45,2,35
0,58.03,16,1,24
1,104.59,17,2,29
0,122.69,11,17,36
0,84.67,29,7,19
1,110.24,20,10,27
1,141.41,39,7,55
0,60.27,43,3,20
1,108.94,35,4,19
1,105.72,38,0,44
1,81.6,28,3,45
0,84.55,35,1,40
1,116.53,39,0,28
1,110.97,31,6,40
0,47.61,12,14,26
1,84.7,28,4,32
0,62.53,12,1,40
1,83.88,26,5,56
1,96.02,38,1,52
0,87.34,26,9,25
0,46.01,45,2,41
0,92.42,2,3,28
1,107.85,47,2,32
1,75.5,13,23,20
0,79.45,15,2,25
0,72.47,7,1,60
0,106.89,28,2,38
0,45.59,24,1,34
1,133.3,29,18,47
1,146.0,20,14,57
1,119.78,7,11,41
1,77.21,7,5,43
0,52.29,14,3,21
0,97.17,15,1,27
1,109.83,34,4,20
1,165.6,40,24,49
0,86.38,29,2,64
0,74.98,12,3,20
1,135.54,36,1,53
0,114.08,37,15,57
1,97.26,42,6,51
1,97.02,35,2,30
0,104.06,20,12,19
0,96.82,3,2,57
1,125.72,43,10,26
1,65.63,5,4,28
0,100.57,34,3,33
1,78.85,19,8,44
0,79.14,27,15,25
1,37.87,29,0,33
0,107.81,36,8,26
1,96.31,33,11,29
1,133.08,37,5,39
0,54.32,22,7,41
0,133.04,44,18,49
0,90.8,7,3,24
1,122.12,43,4,37
1,117.01,31,7,36
1,127.32,33,3,56
1,109.26,45,10,21
1,104.56,43,2,37
0,8.58,24,5,18
1,108.02,19,15,23
0,95.12,17,16,22
0,138.57,16,37,28
1,115.81,17,8,44
1,123.71,5,12,18
0,97.79,44,1,37
1,66.99,45,2,21
1,96.56,12,4,63
1,92.97,20,19,40
0,86.71,1,4,53
0,78.91,31,2,62
1,109.48,28,8,55
1,117.49,5,15,61
1,75.59,25,1,57
0,77.02,32,7,29
1,122.32,39,1,34
1,64.41,22,1,44
1,146.13,47,4,60
1,113.21,46,14,19
0,83.23,39,1,56
1,136.0,34,13,58
1,101.52,18,3,58
0,85.67,1,7,33
1,124.58,18,20,54
1,69.27,1,9,34
1,89.26,19,5,31
1,119.67,33,5,32
1,86.39,41,4,49
0,67.47,18,5,28
1,122.57,45,14,21
1,75.61,25,2,25
1,97.0,35,1,25
0,100.26,27,2,25
0,103.12,11,6,45
1,86.81,12,2,19
0,52.77,33,4,26
1,84.94,14,4,25
0,88.84,19,3,52
1,134.77,45,4,62
0,120.96,11,10,29
1,77.98,22,1,58
1,100.67,34,4,39
0,105.33,18,10,42
1,98.09,25,7,20
0,77.92,27,7,58
0,89.11,12,13,24
1,82.27,21,1,58
1,81.81,41,3,26
1,88.61,15,4,46
0,45.04,2,2,44
0,102.37,35,7,47
0,116.45,9,4,43
0,83.88,23,3,61
0,51.7,28,9,42
0,54.5,1,4,32
0,98.32,29,5,20
0,72.04,14,4,19
0,73.52,16,6,50
0,81.01,4,3,37
1,124.61,31,4,50
1,127.83,30,14,40
1,77.55,2,4,32
1,107.74,41,6,22
0,74.91,18,10,39
1,97.8,27,4,38
0,58.3,22,5,23
0,91.2,27,5,60
0,109.41,23,6,26
1,81.21,5,8,36
0,56.61,27,8,61
1,85.39,27,1,34
0,132.23,13,8,35
0,76.74,43,0,63
1,166.76,4,47,30
1,105.01,39,0,44
1,104.58,14,2,63
0,54.43,28,1,35
0,62.66,26,2,40
1,130.19,37,1,58
1,112.84,28,8,35
1,94.07,31,3,31
1,124.54,38,17,45
0,45.83,6,1,26
0,106.36,16,9,23
0,63.72,30,3,42
0,56.22,26,3,28
1,131.66,18,7,63
0,89.71,26,4,47
0,58.88,21,1,52
1,124.61,38,2,43
0,71.84,10,1,34
1,72.86,16,1,31
1,58.42,46,3,49
0,85.86,15,1,59
0,52.77,33,3,28
0,63.7,32,4,44
1,66.12,8,1,52
1,80.72,8,1,28
0,69.89,16,17,47
1,77.68,24,9,33
1,98.25,32,6,39
0,77.27,30,1,49
0,54.8,25,2,41
1,138.29,42,5,20
0,84.13,38,1,42
0,82.03,20,2,26
1,75.5,14,6,47
1,102.68,41,2,40
1,104.14,17,1,40
0,80.34,11,3,19
0,68.74,40,1,22
0,100.92,9,19,46
0,61.45,2,6,26
1,131.92,29,11,58
1,154.74,25,23,48
0,71.37,22,5,19
0,80.77,5,2,57
1,185.58,42,19,30
0,81.49,31,3,60
0,87.03,10,2,39
1,23.46,1,0,29
1,106.94,21,6,47
1,93.02,4,6,56
1,144.94,19,17,31
1,126.16,44,6,40
1,77.53,39,2,62
0,42.96,28,3,38
0,161.63,9,41,39
0,89.51,15,10,27
0,89.32,31,9,38
0,39.14,10,6,19
1,56.8,3,2,35
1,99.66,37,1,34
1,118.3,6,7,39
1,157.55,37,9,63
0,84.04,20,3,51
0,80.94,22,6,57
0,61.34,34,5,23
0,99.46,15,2,25
0,130.18,1,1,50
1,123.93,28,2,43
1,188.71,26,37,24
1,62.08,14,2,19
0,78.63,4,2,27
0,87.48,17,16,48
1,118.77,47,1,48
0,60.29,32,4,32
0,70.15,27,2,40
1,117.27,20,1,48
1,170.9,40,14,36
1,122.71,43,1,33
0,66.82,23,3,28
1,63.97,18,1,56
1,106.17,44,3,28
0,48.37,44,2,25
